CodigoCUPS;Descripcion;QueEs
34405;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR C1 C2 VÍA ENDOSCÓPICA;Procedimiento quirúrgico para extraer una lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel de la vértebras cervicales C1 y C2 vía endoscópica (introducción de un endoscopio o tubo flexible con cámara incorporada y demás instrumentos a través de varias incisiones pequeñas en la piel mucosas u otras capas corporales o a través de un orificio natural o artificial con el fin de alcanzar y visualizar el lugar del procedimiento).
34406;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VÍA ABIERTA;Procedimiento quirúrgico para extraer una lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel subaxial (columna cervical inferior de la vértebras cervicales C3 a C7)  hasta dos segmentos por abordaje abierto (corte a través de la piel o membranas mucosas y cualquier otra capa corporal necesaria para exponer el lugar del procedimiento).
34407;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VÍA PERCUTÁNEA;Procedimiento quirúrgico para extraer una   lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel subaxial (columna cervical inferior de la vértebras cervicales C3 a C7)  hasta dos segmentos  través de la piel o por la piel en la región posterior del cuello
34408;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA;Procedimiento quirúrgico para extraer una  masa o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel subaxial (columna cervical inferior de la vértebras cervicales C3 a C7)  hasta dos segmentos  a través de un equipo con cámara e instrumentos especiales (endoscópio) en la región posterior  del cuello.
34409;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL MÁS DE DOS SEGMENTOS VÍA ABIERTA;Procedimiento quirúrgico para extraer una   lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel subaxial (columna cervical inferior de la vértebras cervicales C3 a C7)  más de dos segmentos por abordaje abierto  a través de una incisión en la piel en la región posterior   del cuello.
34410;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA;Procedimiento quirúrgico para extraer una lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel subaxial (columna cervical inferior de la vértebras cervicales C3 a C7)  más de dos segmentos  través de la piel o por la piel en la región posterior  alta del cuello
34411;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR SUBAXIAL MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA;Procedimiento quirúrgico para extraer una masa o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel subaxial (columna cervical inferior de la vértebras cervicales C3 a C7) en más de dos segmentos vía endoscópica (introducción de un endoscopio o tubo flexible con cámara incorporada y demás instrumentos a través de varias incisiones pequeñas en la piel mucosas u otras capas corporales con el fin de alcanzar y visualizar el lugar del procedimiento) en la región posterior del cuello.
34412;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO HASTA DOS SEGMENTOS VÍA ABIERTA;Procedimiento quirúrgico para extraer una   lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras torácicas (T1 a T12)  hasta dos segmentos  por abordaje abierto a través de una incisión en la piel en la región de  la  espalda.
34413;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO HASTA DOS SEGMENTOS VÍA PERCUTÁNEA;Procedimiento quirúrgico para extraer una   lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras torácicas (T1 a T12)  hasta dos segmentos  a través  de la piel o por la piel  en la región de  la  espalda.
34414;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA;Procedimiento quirúrgico para extraer una lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel de las vértebras torácicas (T1 a T12)  hasta dos segmentos a través de la introducción de un endoscopio o tubo flexible con cámara incorporada y demás instrumentos a través de varias incisiones pequeñas en la piel u otras capas corporales con el fin de alcanzar y visualizar el lugar del procedimiento en la región de la espalda.
34415;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO MÁS DE DOS SEGMENTOS VÍA ABIERTA;Procedimiento quirúrgico para extraer una lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras torácicas (T1 a T12) en más de dos segmentos por abordaje abierto (corte a través de la piel o membranas mucosas y cualquier otra capa corporal necesaria para exponer el lugar del procedimiento) en la región de  la  espalda.
34416;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA;Procedimiento quirúrgico para extraer una lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras torácicas (T1 a T12) en más de dos segmentos mediante la introducción de un instrumento a través de una perforación o incisión menor en la piel de la espalda para alcanzar el lugar del procedimiento.
34417;RESECCIÓN DE TUMOR O LESIÓN INTRADURAL INTRAMEDULAR TORÁCICO MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA;Procedimiento quirúrgico para extraer una   lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras torácicas (T1 a T12)  más de dos segmentos  a través de un equipo con cámara e instrumentos especiales (endoscópio) en la región de  la  espalda.
34418;RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O MULTIRRADICULAR LUMBAR HASTA DOS SEGMENTOS VÍA ABIERTA;Procedimiento quirúrgico para extraer una  lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras lumbares (L1 a L5)  hasta dos segmentos  por abordaje abierto a través de una incisión en la piel en la región lumbar.
34419;RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O MULTIRRADICULAR LUMBAR HASTA DOS SEGMENTOS VÍA PERCUTÁNEA;Procedimiento quirúrgico para extraer una  lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras lumbares (L1 a L5)  hasta dos segmentos  a través  de la piel o por la piel   en la región lumbar.
34420;RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O MULTIRRADICULAR LUMBAR HASTA DOS SEGMENTOS VÍA ENDOSCÓPICA;Procedimiento quirúrgico para extraer una  lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras lumbares (L1 a L5)  hasta dos segmentos a través de un equipo con cámara e instrumentos especiales (endoscópio)  en la región lumbar.
34421;RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O MULTIRRADICULAR LUMBAR MÁS DE DOS SEGMENTOS VÍA ABIERTA;Procedimiento quirúrgico para extraer una  lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras lumbares (L1 a L5)  más de dos segmentos  por abordaje abierto a través de una incisión en la piel  en la región lumbar.
34422;RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O MULTIRRADICULAR LUMBAR MÁS DE DOS SEGMENTOS VÍA PERCUTÁNEA;Procedimiento quirúrgico para extraer una  lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel de las vértebras lumbares (L1 a L5) en más de dos segmentos mediante la introducción de un instrumento a través de una perforación o incisión menor en la piel de la región lumbar para alcanzar el lugar del procedimiento.
34423;RESECCIÓN DE TUMOR O LESIÓN INTRAMEDULAR O MULTIRRADICULAR LUMBAR MÁS DE DOS SEGMENTOS VÍA ENDOSCÓPICA;Procedimiento quirúrgico para extraer una  lesión o tumor dentro de la duramadre (membrana que recubre el cerebro y la médula espinal)  y dentro de la médula a nivel  de las vértebras lumbares (L1 a L5)  más de dos segmentos a través de un equipo con cámara e instrumentos especiales (endoscópio)  en la región lumbar.
34424;RESECCIÓN DE TUMOR O LESIÓN MULTIRRADICULAR SACRO VÍA ABIERTA;Procedimiento quirúrgico para extraer una lesión o tumor a nivel de las vértebras sacras por abordaje abierto a través de una incisión en la piel en la región sacra.
34425;RESECCIÓN DE TUMOR O LESIÓN MULTIRRADICULAR SACRO VÍA ENDOSCÓPICA;Procedimiento quirúrgico para extraer una  lesión o tumor a nivel  de las vértebras sacras mediante el uso de un endoscopio (tubo delgado y flexible con cámara y demás instrumentos quirúrgicos) que se indroduce a través de una pequeña incisión en la región sacra.
35102;CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL CON MIELOTOMÍA POSTERIOR;Procedimiento quirúrgico donde se corrigen  defectos congénitos de la médula espinal (tejido nervioso  alojado en el conducto raquídeo encargado de llevar impulsos nerviosos)  con sección quirúrgica de la misma con el fin de interrumpir las vías que transmiten la sensibilidad y provocar falta de sensación en alguna zona del cuerpo con abordaje posterior.
35103;CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL CON DESCOMPRESIÓN VÍA ANTERIOR;Procedimiento quirúrgico donde se corrigen defectos congénitos de la médula espinal (tejido nervioso  alojado en el conducto raquídeo encargado de llevar impulsos nerviosos) y se libera la médula con abordaje anterior.
35104;CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL CON FUSIÓN ÓSEA E INJERTO AUTÓLOGO O HETERÓLOGO;Procedimiento quirúrgico donde se corrigen  defectos congénitos de la médula espinal (tejido nervioso  alojado en el conducto raquídeo encargado de llevar impulsos nerviosos) y a su vez unen las piezas óseas con injerto del mismo paciente o diferente.
35105;CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL CON RESECCIÓN DE TABIQUE ÓSEO;Procedimiento quirúrgico donde se corrigen  defectos congénitos de la médula espinal (tejido nervioso  alojado en el conducto raquídeo encargado de llevar impulsos nerviosos) con resección de hueso de tabique óseo.
35106;CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL CON SECCIÓN DE FILUM TERMINALIS;Procedimiento quirúrgico donde se corrigen  defectos congénitos de la médula espinal (tejido nervioso alojado en el conducto raquídeo encargado de llevar impulsos nerviosos) con corte del nervio delgado de la médula que continúa hacia abajo terminando en la base del cóccix.
35107;CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL CON RESECCIÓN DE CELE DUROPLASTIA Y PLASTIA DE PIEL;Procedimiento quirúrgico donde se corrigen  defectos congénitos de la médula espinal (tejido nervioso alojado en el conducto raquídeo encargado de llevar impulsos nerviosos)  con extracción de defecto y reparación de la piel y las membranas que cubren la médula espinal.
35108;CIERRE O LIGADURA DE COMUNICACIÓN PERSISTENTE ENTRE PIEL Y MÉDULA ESPINAL (SENO DÉRMICO);Procedimiento quirúrgico donde se corrige o se cierra un conducto anormal persistente entre la médula espinal (tejido nervioso alojado en el conducto raquídeo encargada de llevar impulsos nerviosos) y la piel.
35109;CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL SIN INSTRUMENTACIÓN VÍA POSTERIOR;Procedimiento quirúrgico que consiste en la reparación y reconstrucción por planos de la duramadre el músculo y  la piel requiriendo para su reconstrucción un injerto para cerrar el canal raquídeo evitando la salida de LCR y la preservación de la medula  por vía posterior a través de una incisión en la piel a nivel de la región lumbar.
35110;CORRECCIÓN DE MALFORMACIÓN DE MÉDULA ESPINAL CON INSTRUMENTACIÓN VÍA POSTERIOR;Procedimiento quirúrgico consiste en la reparación y reconstrucción por planos de la duramadre el músculo y  la piel requiriendo para su reconstrucción un  dispositivo (material de osteosíntesis) para fijar las vértebras por vía posterior a través de una incisión en la piel.
35201;CORRECCIÓN DE ANOMALÍA DE MÉDULA ESPINAL EN UNIÓN CRANEOCERVICAL POR CRANIECTOMÍA SUBOCCIPITAL CON LAMINECTOMÍA Y DUROPLASTIA;Procedimiento quirúrgico consistente en la extirpación (eliminación) de la concha del hueso occipital y la apertura del agujero magno para descomprimir la médula espinal resecando parcial o totalmente la lámina de la primera vértebra cervical (odontoides) cerrando la duramadre con injertos sintéticos o biológicos.
35202;CORRECCIÓN DE MÉDULA ESPINAL EN UNIÓN CRANEOCERVICAL POR CRANIECTOMÍA SUBOCCIPITAL CON LAMINECTOMÍA C1-C2 Y DUROPLASTIA;Procedimiento quirúrgico consistente en la extirpación de la concha del hueso occipital y la apertura del agujero magno para descomprimir la médula espinal resecando parcial o totalmente la lámina de las dos vértebras cervicales (C1-C2) cerrando la duramadre con injertos sintéticos o biológicos
35401;PLASTIA O INJERTO DE MENINGE ESPINAL;Reparación o implante de una parte de las membranas que recubren la médula espinal.
35402;ESQUIRLECTOMÍA CON PLASTIA O INJERTO DE MENINGE ESPINAL;Extracción de tejido extraño (esquirla) de la médula espinal (membranas  externas de la médula espinal) con reparación de la misma por medio de injerto.
35501;REPARACIÓN DE FÍSTULA ESPINAL DE LÍQUIDO CEFALORRAQUÍDEO (DUROPLASTIA ESPINAL);Procedimiento quirúrgico donde se repara una comunicación anómala del espacio subaracnoideo (espacio donde circula el líquido cefalorraquídeo) con el exterior cerrando la duramadre con injertos sintéticos o biológicos.
36101;LISIS O RESECCIÓN DE ADHERENCIAS EXTRADURALES EN MÉDULA ESPINAL O RAÍCES DE NERVIOS ESPINALES VÍA ABIERTA;Eliminación o extracción de bandas de tejido cicatrizal que se forman naturalmente después de cirugía como parte del proceso inflamatorio o infeccioso a nivel de  la médula espinal (membrana externa) o de las raíces de los nervios espinales con apertura quirúrgica del cráneo.
36102;LISIS O RESECCIÓN DE ADHERENCIAS EXTRADURALES EN MÉDULA ESPINAL O RAÍCES DE NERVIOS ESPINALES VÍA ENDOSCÓPICA;Eliminación o extracción de bandas de tejido cicatrizal que se forman naturalmente después de cirugía como parte del proceso inflamatorio o infeccioso por fuera de  la médula espinal (membrana externa) o de las raíces de los nervios espinales vía endoscópica (introducción de un endoscopio o tubo flexible con cámara incorporada y demás instrumentos a través de varias incisiones pequeñas en la piel mucosas u otras capas corporales o a través de un orificio natural o artificial con el fin de alcanzar y visualizar el lugar del procedimiento).
36103;LISIS O RESECCIÓN DE ADHERENCIAS EXTRADURALES EN MÉDULA ESPINAL O RAÍCES DE NERVIOS ESPINALES VÍA PERCUTÁNEA;Eliminación o extracción de bandas de tejido cicatrizal que se forman naturalmente después de una cirugía como parte del proceso inflamatorio o infeccioso a nivel de la médula espinal (membrana externa) y de las raíces de los nervios espinales mediante la introducción de un instrumento a través de una perforación o incisión menor en la piel y otras capas corporales necesarias para alcanzar el lugar del procedimiento.
37101;DERIVACIÓN SIRINGO PERITONEAL O RETROPERITONEAL;Procedimiento donde se implanta un catéter para derivar o evacuar un acúmulo de líquido cefalorraquídeo en la médula espinal hacia el abdomen.
