expediente;principioactivo;cantidad;unidadmedida;unidadreferencia;formafarmaceutica;registrosanitario;fechaexpedicion;fechavencimiento;estadoregistro
20190690;SOLIFENACINA SUCCINATO;5;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2022M-0020723;07/25/2022;;Vigente
43462;PANTOTENATO DE SODIO (EQUIVALENTE A 15.0 MG DE ACIDO PANTOTENICO);16.5;mg;;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2021M-006220-R2;05/17/1997;;Vigente
20149187;LACOSAMIDA;50;mg;TABLETAS;TABLETA RECUBIERTA;INVIMA 2018M-0018592;12/04/2018;;Vigente
19905582;DANAZOL;200;mg;CAPSULA;CAPSULA DURA;INVIMA 2010 M-13969 R1;1/01/1999;;Vigente
20115124;TAMSULOSINA CLORHIDRATO;0.4;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2023M-0018007-R1;2/06/2018;;Vigente
20169706;LEVOCETIRIZINA DICLORHIDRATO;5;mg;TABLETAS RECUBIERTAS;TABLETA RECUBIERTA;INVIMA 2021M-0020451;11/02/2021;;Vigente
20010927;BLEOMICINA SULFATO EQUIVALENTE A BLEOMICINA;15;UI;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2010M-0010751;5/03/2010;;Vigente
19914757;FENILEFRINA CLORHIDRATO;10;mg;1 TABLETA;TABLETA;INVIMA 2016M-014981-R2;1/01/1999;;Vigente
19950508;TRAVOPROST;40;√¶g;1 ML;SOLUCION OFTALMICA;INVIMA 2015M-0004063-R1;01/17/2005;;Vigente
20100456;FUROATO DE FLUTICASONA MICRONIZADO 200MCG (CADA DOSISPREDISPENSADA CONTIENE FUROATO DE FLUTICASONA);184;ug;DOSIS PREDISPENSADA;POLVO PARA INHALACION;INVIMA 2023M-0018199-R1;5/09/2018;;Vigente
20198998;VERICIGUAT;5;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0021128;11/22/2023;1/01/3000;Vigente
19947023;VITAMINA E (DL-ALFA TOCOFERIL ACETATO);1000;UI;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA2015M-0012514-R1;11/26/2004;;Vigente
30617;SULFATO DE POLIMIXINA B;6000;U.I.;CADA G DE UNG√úENTO OFTALMICO;UNGUENTO OFTALMICO;INVIMA 2008 M-001031-R3;1/01/1999;;Vigente
19989401;CETIRIZINA DICLORHIDRATO;10;mg;1 ML.;SOLUCION ORAL;INVIMA 2009M-0009507;04/15/2009;1/01/3000;Vigente
19929148;EPINEFRINA;0.02;mg;ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2023M-0001519-R2;6/05/2002;;Vigente
20057807;SERINA;0.91;g;BOLSA DE 1000 ML CON 3 COMPARTIMIENTOS;EMULSION INYECTABLE;INVIMA 2021M-0015636-R1;01/16/2015;;Vigente
20054786;CLOBETASOL PROPIONATO;0.05;g;100G DE ESPUMA;AEROSOLES;INVIMA 2023M-0014367-R2;07/17/2013;;Vigente
19982400;IBUPROFENO;800;mg;C√ÅPSULA (BLANDA);CAPSULA BLANDA;INVIMA 2020M-0008135-R1;05/23/2008;;Vigente
20191559;OXIGENO;99;%;M√çNIMO;GAS;INVIMA 2021M-0020361;08/26/2021;;Vigente
20027209;ACETATO DE ALUMINIO;0.05;g;100G DE CREMA;CREMA TOPICA;INVIMA 2017M-0012370-R1;7/12/2011;;Vigente
20013436;SALICILATO DE METILO;5;g;100G DE UNGUENTO;UNGUENTO TOPICO;INVIMA 2021M-0010749-R1;5/03/2010;;Vigente
20065382;MESALAZINA;6667;mg;100 ML DE SUSPENSI”N RECTAL;SUSPENSION PARA ADMINISTRAR POR VIA RECTAL;INVIMA 2019M-0015424-R1;11/19/2014;;Vigente
36571;ALANTOINA;2;g;100 ML DE LOCION;LOCION;INVIMA 2021M-002666-R4;02/21/2000;;Vigente
20122147;ESCITALOPRAM OXALATO 12.775 MG EQUIVALENTE A ESCITALOPRAM;10;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2018M-0018444;10/12/2018;;Vigente
19943741;TACROLIMUS MONOHIDRATO EQUIVALENTE A TACROLIMUS;1;mg;CAPSULA DURA;CAPSULA DURA;INVIMA 2020M-0003578-R2;07/21/2004;;Vigente
20242911;LEVOCETIRIZINA DICLORHIDRATO;5;mg;TABLETA RECUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2024M-0021360;02/29/2024;1/01/3000;Vigente
19919531;FURAZOLIDONA;0.333;g;100ML DE SUSPENSI”N;SUSPENSION ORAL;INVIMA 2019M-0000494-R2;08/22/2001;;Vigente
208141;L-ACIDO ASPARTICO;0.6;g;100 ML;SOLUCION INYECTABLE;INVIMA 2020M-007459-R2;12/23/1997;;Vigente
20077311;CLORTALIDONA;12.5;mg;TABLETA RECUBIERTA;TABLETA;INVIMA 2021M-0015960-R1;06/24/2015;;Vigente
20022732;CLORURO DE CALCIO DIHIDRATADO;0.048;g;100 ML DE SOLUCI”N;SOLUCION ESTERIL PARA IRRIGACION;INVIMA 2017M-0012311-R1;06/22/2011;;Vigente
20124491;CARBOXIMETILCELULOSA(VISCOSIDAD MEDIA 7M8SFPH: 6.5 MG + VISCOSIDAD ALTA 7H3SXF: 3.5 MG);10;mg;CADA MILILITRO DE SOLUCI”N OFT√ÅLMICA;SOLUCION OFTALMICA;INVIMA 2019M-0019003;5/09/2019;;Vigente
20057807;VALINA;1.74;g;BOLSA DE 1000 ML CON 3 COMPARTIMIENTOS;EMULSION INYECTABLE;INVIMA 2021M-0015636-R1;01/16/2015;;Vigente
20095528;HIDR√ìXIDO DE MAGNESIO;4;g;100 ML DE SUSPENSI”N ORAL;SUSPENSION ORAL;INVIMA 2015M-0016373;10/13/2015;;Vigente
19908091;AMOXICILINATRIHIDRATO EQUIVALENTE A AMOXICILINA BASE;15;g;100G POLVO PARA RECONSTITUIR A SUSPENSION ORAL;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2020M-014711-R3;1/01/1999;;Vigente
20177661;LENALIDOMIDA;10;mg;CAPSULA DURA;CAPSULA DURA;INVIMA 2024M-0021327;02/21/2024;1/01/3000;Vigente
20234949;LEVOCETIRIZINA DICLORHIDRATO;5;mg;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2023M-0020879;02/14/2023;;Vigente
20472;DICLOFENACO SODICO;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M-006042-R4;06/23/1995;;Vigente
20219514;ACETAMINOF√âN DE COMPRESI√ìN DIRECTA AL 90% EQUIVALENTE A ACETAMINOF√âN;500;mg;TABLETAS;TABLETA;INVIMA 2024M-0021544;7/03/2024;07/18/2029;Vigente
19933951;ACETATO DE LISINA;105;mg;TABLETA RECUBIERTA CON PEL√çCULA;TABLETA CUBIERTA CON PELICULA;INVIMA 2013M-0002176-R1;01/30/2003;;Vigente
20118033;SILDENAFILO CITRATO 35.119 MG EQUIVALENTE A SILDENAFILO;25;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0018099-R1;4/03/2018;;Vigente
51327;AMBROXOL CLORHIDRATO;0.3;g;CADA 100 ML DE JARABE CONTIENE;JARABE;INVIMA 2019M-006547-R4;8/05/1994;;Vigente
20079329;SIMETICONA AL 30 %;1;g;100 ML DE SUSPENSI”N;SUSPENSION ORAL;INVIMA 2015M-0015982;06/26/2015;;Vigente
226346;CHAMPIOJO: CIPERMETRINA;0.2;g;100 ML;EMULSION (CHAMPOO);INVIMA 2022M-010387-R1;1/01/1999;;Vigente
19924192;DESOGESTREL;0.075;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0001047-R2;2/12/2002;;Vigente
20166087;LACOSAMIDA;50;mg;TABLETA RECUBIERTA;TABLETA CON RECUBRIMIENTO ENT√âRICO;INVIMA 2021M-0020290;7/12/2021;;Vigente
20019847;FUROATO DE MOMETASONA;0.1;g;100 G DE CREMA;CREMA TOPICA;INVIMA 2016M-0011779-R1;01/21/2011;;Vigente
20188459;CLORFENIRAMINA MALEATO;4;mg;SOBRE POR 6 G DE GRANULADO PARA RECONSTITUIR A SOLUCI”N ORAL;GRANULOS;INVIMA 2022M-0020744;08/23/2022;;Vigente
19928118;DEXKETOPROFENO TROMETAMOL 39.90 MG (EQUIVALENTE ADEXKETOPROFENO);25;mg;CADA TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0001416-R2;5/07/2002;;Vigente
20195331;DIVALPROATO SODICO 269.1 MG EQUIVALENTE A ACIDO VALPROICO;250;mg;TABLETA DE LIBERACION RETARDADA;TABLETA DE LIBERACION RETARDADA;INVIMA 2024M-0021481;05/22/2024;1/01/3000;Vigente
20194258;LOSARTAN POTASICO;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0020475;11/24/2021;;Vigente
36345;N-BUTILBROMURO DE HIOSCINA;10;mg;COMPRIMIDO RECUBIERTO;TABLETA RECUBIERTA;INVIMA 2020M-003171-R4;02/28/2000;;Vigente
20207652;ICATIBANT ACETATO EQUIVALENTE A ICATIBANT;30;mg;JERINGA PRECARGADA CON 3 ML DE SOLUCI”N INYECTABLE;SOLUCION INYECTABLE;INVIMA 2024M-0021451;04/30/2024;1/01/3000;Vigente
20193063;TENOFOVIR ALAFENAMIDA HEMIFUMARATO EQUIVALENTE A TENOFOVIR ALAFENAMIDA;25;mg;TABLETA RECUBIERTA;TABLETA CUBIERTA CON PELICULA;INVIMA 2023M-0021172;12/04/2023;1/01/3000;Vigente
19914784;GLUCONATO FERROSO DIHIDRATADO EQUIVALENTE A HIERRO;5;mg;1ML;SOLUCION ORAL;INVIMA 2016M-0000174-R2;05/18/2001;;Vigente
53076;ACICLOVIR;5;g;100 G.;UNGUENTO TOPICO;INVIMA 2017M-004438-R2;03/13/1996;;Vigente
19986854;ESOMEPRAZOL SODICO 42.54 MGEQUIVALENTE A ESOMEPRAZOL BASE .;40;mg;VIAL;POLVO LIOFILIZADO PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2021M-0008173-R1;05/30/2008;;Vigente
20169384;BECLOMETASONA DIPROPIONATO ANHIDRO (MICRONIZADO);50;mcg;IHNALADOR BUCAL POR DOSIS;AEROSOLES;INVIMA 2021M-0020129;04/26/2021;;Vigente
20158862;FINGOLIMOD CLORHIDRATO EQUIVALENTE A FINGOLIMOD;0.5;mg;SIN DATO;CAPSULA DURA;INVIMA 2020M 19779;8/12/2020;;Vigente
19901161;SELENITO DE SODIO ANHIDRO (SE = 2MCG).;4.38;¬µg;POR ML.;SOLUCI√ìN CONCENTRADA PARA INFUSI√ìN;INVIMA 2021M-13989-R2;12/02/1999;;Vigente
20030605;CLORURO DE SODIO;0.378;g;1000 ML;EMULSION INYECTABLE;INVIMA 2017M-0012937-R1;02/27/2012;;Vigente
19954446;DEXAMETASONA SODIO FOSFATO EQUIVALENTE A 4MG DE DEXAMETASONA BASE.;5.25;mg;AMPOLLA POR 1 ML;SOLUCION INYECTABLE;INVIMA 2016M-0005120-R1;12/19/2005;;Vigente
20061748;L-ISOLEUCINA;5;g;1000ML DE SOLUCI”N;EMULSION INYECTABLE;INVIMA 2015M-0015753;3/02/2015;1/01/3000;Vigente
20194553;LOSARTAN POT√ÅSICO;50;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2022M-0020651;05/31/2022;;Vigente
20047196;ESOMEPRAZOL MAGNESICO TRIHIDRATO 44.6 MG EQUIVALENTE A ESOMEPRAZOL;40;mg;C√ÅPSULA DURA DE GELATINA;CAPSULA DURA;INVIMA 2021M-0014277-R1;05/29/2013;;Vigente
20004248;TIAMINA CLORHIDRATO;100;mg.;AMPOLLA DE 2 ML.;SOLUCION INYECTABLE;INVIMA 2019M-0009479-R1;4/03/2009;;Vigente
19902785;VITAMINA D3;200;IU;TABLETA;TABLETA RECUBIERTA;INVIMA 2019M-13597-R2;1/01/1999;;Vigente
20105192;ZOPICLONA;7.5;mg;TABLETAS;TABLETA RECUBIERTA;INVIMA 2017M-0017578;2/06/2017;;Vigente
11878;TIOPENTAL SODICO;1;g;CADAVIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2021M-005982-R2;11/23/1996;;Vigente
20121856;BROMHEXINA CLORHIDRATO;40;mg;100 ML;JARABE;INVIMA 2023M-0018087-R1;03/27/2018;;Vigente
19983100;STREPTOCOCCUS PNEUMONIAE TIPO 15B;25;mcg;VIAL DE 0.5 ML;SOLUCION INYECTABLE;INVIMA 2020MB-0008056-R1;04/30/2008;;Vigente
19999923;MESALAZINA;500;mg;TABLETA CON CUBIERTA ENTERICA;TABLETA CON CUBIERTA ENTERICA CON PELICULA;INVIMA 2021M-0009451-R1;03/30/2009;;Vigente
19935777;CLONAZEPAM;0.5;mg;TABLETARECUBIERTA;TABLETA RECUBIERTA;INVIMA 2013M-0002375-R1;4/09/2003;1/01/3000;Vigente
32662;YODO POLIVINILPIRROLIDONA 8.00 G ( EQUIVALENTE A YODO DISPONIBLE);0.8;g;100 ML;SOLUCION TOPICA;INVIMA 2008 M-010324-R2;1/01/1999;;Vigente
19942514;ZOPICLONA;7.5;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0003170-R2;3/11/2004;;Vigente
39844;DICLOFENACO SODICO;75;mg;3 ML.;SOLUCION INYECTABLE;INVIMA 2021M-004067-R3;10/22/1995;10/01/3000;Vigente
20208413;ACETATO DE INDACATEROL;150;¬µg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2024M-0021412;03/19/2024;1/01/3000;Vigente
20001582;AMBRISENTAN;10;mg;CADA TABLETA RECUBIERTA DE 10MG CONTIENE:;TABLETA;INVIMA 2019M-0009639-R1;05/19/2009;;Vigente
20077763;AMOXICILINA TRIHIDRATO EQUIVALENTE A AMOXICILINABASE;875;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2015M-0016001;7/02/2015;;Vigente
20071139;SULBACTAM PIVOXIL EQUIVALENTE A SULBACTAM BASE;5;g;50 G DE POLVO PARA RECONSTITUIR A 100ML DE SUSPENSI”N ORAL;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2021M-0015448-R1;11/21/2014;;Vigente
20068385;AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO BASE;5;mg;SIN DATO;CAPSULA DURA;INVIMA 2023M-0015380-R1;10/30/2014;;Vigente
19990172;OXITETRACICLINA CLORHIDRATO EQUIVALENTE A OXITETRACICLINA BASE;500;mg;100 G DE UNGUENTO;UNGUENTO OFTALMICO;INVIMA 2023M-0008674-R1;11/07/2008;;Vigente
204751;MICOFENOLATO DE MOFETILO;250;mg;CAPSULA;CAPSULA DURA;INVIMA 2023M-006383-R2;04/24/1997;;Vigente
20110801;PIPERACILINA SODICA MONOHIDRATADAEQUIVALENTE A PIPERACILINA;4;g;FRASCO VIAL PARA RECOSNTITUIR A SOLUCI”NINYECTABLE;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2022M-0017473-R1;12/02/2016;;Vigente
19961839;VITAMINA B1(TIAMINA MONONITRATO);0.6;mg;C√ÅPSULA BLANDA.;CAPSULA BLANDA;RSM-EXP-20220005495-R2;03/22/2006;;Vigente
20035582;INSULINA. HUMANA DE ORIGEN ADN RECOMBINANTE 100 UI (30% COMO INYECCI√ìN DE INSULINA SOLUBLE Y 70% COMO INYECCI√ìN DE INSULINA ISOFANO).;100;UI;ML;SUSPENSION INYECTABLE;INVIMA 2018M-0013057-R1;04/17/2012;1/01/3000;Vigente
20149227;ADALIMUMAB;50;mg;ML;SOLUCION INYECTABLE;INVIMA 2019MBT-0019167;07/26/2019;;Vigente
19974935;MIRTAZAPINA;30;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2020M-0007047-R1;05/30/2007;;Vigente
20209417;FENILEFRINA CLORHIDRATO;200;mg;100 ML DE SOLUCI”N ORAL;SOLUCION ORAL;INVIMA 2024M-0021254;01/24/2024;1/01/3000;Vigente
20087299;DEXMEDETOMIDINA CLORHIDRATO 0.280 MG EQUIVALENTE A DEXMEDETOMIDINA BASE;0.2;mg;V√åAL CON 2 MLDE SOLUCION INYECTABLE;SOLUCION INYECTABLE;INVIMA 2020M-0016106-R1;07/30/2015;;Vigente
19974737;CLORHIDRATO DE MEMANTINA;10;mg.;CAPSULA BLANDA;CAPSULA BLANDA;INVIMA 2023M-0007156-R2;7/05/2007;;Vigente
20198689;AMOXICILINA TRIHIDRATO (574MG) EQUIVALENTE A AMOXICILINA BASE;500;mg;CAPSULAS;CAPSULA DURA;INVIMA 2021M-0020359;08/25/2021;;Vigente
53916;MELOXICAM;7.5;mg;TABLETA;TABLETA;INVIMA 2022M-011065-R2;7/04/1998;;Vigente
20128548;IMIQUIMOD;3.75;g;CREMA ( 100 G);CREMA TOPICA;INVIMA 2018M-0018689;12/28/2018;;Vigente
20043398;IRBERSARTAN;300;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0013008-R1;03/21/2012;;Vigente
19942493;FLUORURO DE SODIO (EQUIVALENTE A 90.5 MCG DE FL√öOR);0.2;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2014FE-0003289-R1;04/19/2004;;Vigente
19975792;CITICOLINA SODICA 522.5 MG EQUIVALENTECITICOLINA BASE;500;mg;TABLETA;TABLETA;INVIMA 2022M-0007197-R1;07/27/2007;;Vigente
20104687;CEFTRIAXONA DISODICA 1.18400G EQUIVALENTE A CEFTRIAXONA BASE;1;g;FRASCO VIAL;POLVO ESTERIL PARA RECONSTITUIR A SOLUCION INYECTABLE;INVIMA 2017M-0017672;04/20/2017;;Vigente
20138966;DARUNAVIR ETANOLATO 867.297 MG EQUIVALENTE A DARUNAVIR;800;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0018967;04/22/2019;;Vigente
20216611;GATIFLOXACINA SESQUIHIDRATO 3.216 MG EQUIVALENTE A GATIFLOXACINA;3;mg;CADA 1ML DE SUSPENSI”N OFT√ÅLMICA CONTIENE;SUSPENSION OFTALMICA;INVIMA 2023M-0020941;04/25/2023;;Vigente
20052133;DEXMEDETOMIDINA CLORHIDRATO 236.40 MCG EQUIVALENTE A DEXMEDETOMIDINA BASE;200;mcg;FRASCO VIAL DE 2 ML;SOLUCION INYECTABLE;INVIMA 2021M-0014197-R1;5/06/2013;;Vigente
227365;CARBAMAZEPINA;400;mg;TABLETA DE LIBERACI”N PROLONGADA;TABLETA DE LIBERACION PROLONGADA;INVIMA 2019M-012068-R2;02/16/1999;;Vigente
20064965;BROMHEXINA CLORHIDRATO;80;mg;100 ML DE SOLUCION ORAL;SOLUCION ORAL;INVIMA 2019M-0014991-R1;4/11/2014;;Vigente
20134450;OXITETRACICLINA CLORHIDRATO EQUIVALENTE A OXITETRACICLINA;0.005;g;100 G DE UNG√úENTO OFT√ÅLMICO;UNGUENTO OFT√ÅLMICO;INVIMA 2023M-0018510-R1;11/02/2018;;Vigente
19942493;ASCORBATO DE SODIO EQUIVALENTE A 5.5 MG DE √ÅCIDO ASC√ìRBICO (EXCESO DEL 36%);62.029;mg;C√ÅPSULA BLANDA;CAPSULA BLANDA;INVIMA 2014FE-0003289-R1;04/19/2004;;Vigente
20175482;ALANINA;10.99;mg;SIN DATO;EMULSION INYECTABLE;INVIMA 2020M-0019953;12/03/2020;;Vigente
20212209;AMOXICILINA TRIHIDRATO 1004.4 MG EQUIVALENTE A AMOXICILINA;875;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2024M-0021351;02/27/2024;1/01/3000;Vigente
20112963;TOLTERODINA L- TARTRATO;2;mg;CAPSULA DURA DE LIBERACION PROLONGADA;CAPSULA DE LIBERACION PROLONGADA;INVIMA 2022M-0017868-R1;09/26/2017;;Vigente
200636;CLORURO DE SODIO;2.5;g;100 ML;SOLUCION PARA ADMINISTRAR POR VIA RECTAL;INVIMA 2016M-005067-R2;6/04/1996;;Vigente
20003985;LEVOCETIRIZINA DICLORHIDRATO;5;mg.;TABLETA;TABLETA;INVIMA 2022M-0010151-R1;10/22/2009;;Vigente
20092188;VALACICLOVIR CLORHIDRATO 1112 MG EQUIVALENTE A VALACICLOVIR;1000;mg;POR TABLETA;TABLETA RECUBIERTA;INVIMA 2016M-0016829;2/11/2016;;Vigente
20122093;PANTOTENATO DE CALCIO BP;17.5;mg;CAPSULA;CAPSULA BLANDA;INVIMA 2018M-0018566;11/28/2018;;Vigente
24958;L-PROLINA;680;mg;100 ML DE SOLUCION INYECTABLE;SOLUCION INYECTABLE;INVIMA 2022M-008027-R4;07/21/1995;;Vigente
20217278;BUDESONIDA MICRONIZADA;160;¬µg;DOSIS DE SUSPENSI”N PARA INHALACI”N;SUSPENSION PARA INHALACION;INVIMA 2024M-0021557;07/18/2024;8/01/2029;Vigente
19990234;LEVOCETIRIZINA DICLORHIDRATO;5;mg;TABLETA;TABLETA;INVIMA 2019M-0008808-R1;11/26/2008;;Vigente
20043047;DOXORUBICINA CLORHIDRATO;2;mg;ML;SOLUCION INYECTABLE;INVIMA 2023M-0013582-R1;08/23/2012;;Vigente
19905376;ANT√çGENOS DE BORDETELLA PERTUSSIS: TOXOIDE PERTUSICO (P);25;mcg;DOSIS DE VACUNA RECONSTITUIDA DE 0.5 ML;SUSPENSION INYECTABLE;INVIMA 2017M-14204-R2;1/01/1999;;Vigente
20055847;PIRIDOXINA CLORHIDRATO;100;mg;JERINGAHYPAKPRELLENDA POR 2 ML;SOLUCION INYECTABLE;INVIMA 2021M-0014718-R1;11/20/2013;;Vigente
20027082;FENTANILO CITRATO EQUIVALENTE A FENTANILO BASE;250;mcg;AMPOLLA POR 5 ML;SOLUCION INYECTABLE;INVIMA 2017M-0012289-R1;06/20/2011;;Vigente
20179336;FENILEFRINA CLORHIDRATO;10;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2021M-0020125;04/23/2021;;Vigente
20087083;TEMOZOLOMIDA;20;mg;CADA C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2016M-0017164;7/11/2016;;Vigente
19999985;LOSARTAN POTASICO;50;mg;CAPSULA;CAPSULA DURA;INVIMA 2019M-0009710-R1;6/02/2009;;Vigente
20160725;RISPERIDONA;3;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2021M-0020340;08/13/2021;;Vigente
20245910;LOMITAPIDA MESILATO 5.69MG EQUIVALENTE A LOMITAPIDA BASE;5;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2024M-0021315;02/15/2024;1/01/3000;Vigente
19995245;CLOTRIMAZOL;1;g;100G DE CREMA VAGINAL;CREMA VAGINAL;INVIMA 2022M-0008895-R1;12/04/2008;;Vigente
45047;METILDOPA HIDRATADA EQUIVALENTE A METILDOPA ANHIDRA 250 MG;283;mg;POR TABLETA;TABLETA;INVIMA 2023M-005601-R4;03/30/1995;;Vigente
19935875;CETIRIZINA DICLORHIDRATO;10;mg;ML DE SOLUCI”N ORAL;SOLUCION ORAL;INVIMA 2023M-0002407-R3;05/15/2003;;Vigente
1980804;BROMURO DE IPRATROPIO;0.25;mg;1 ML DE SOLUCI”N PARA INHALACI”N;SOLUCION PARA INHALACION;INVIMA 2021M-000227-R3;04/17/1995;;Vigente
19937946;TIMOLOL MALEATO 6.83 MG(EQUIVALENTE A TIMOLOL BASE);5;mg;1 ML.;SOLUCION OFTALMICA;INVIMA 2020M-0002597-R2;07/17/2003;;Vigente
20165119;GEFITINIB;250;mg;TABLETA RECUBIERTA BICONVEXA COLOR MARR”N;TABLETA RECUBIERTA;INVIMA 2021M-0020413;10/04/2021;;Vigente
19944003;HIDROCLOROTIAZIDA;25;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2023M-0003648-R2;8/06/2004;;Vigente
20177578;LENALIDOMIDA;25;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2024M-0021326;02/21/2024;1/01/3000;Vigente
20136868;CEFALEXINA MONOHIDRATOPOLVO5.363 G EQUIVALENTE A CEFALEXINA BASE;5;g;CADA 42.53GDE POLVO PARA RECONSTITUIR A 100 MLDE SUSPENSI”NORAL;POLVO PARA RECONSTITUIR A SUSPENSION ORAL;INVIMA 2019M-0018850;3/11/2019;;Vigente
20010033;CARBIDOPA MONOHIDRATO 20.25 EQUIVALENTE A 18.75 MG DE CARBIDOPA;18.75;mg;POR CADA COMPRIMIDO RECUBIERTO;TABLETA CUBIERTA CON PELICULA;INVIMA 2010M-0010567;03/18/2010;;Vigente
20027185;SOMATROPINA RECOMBINANTE EQUIVALENTE A 30 UI;6.7;mg;CARTUCHO POR 1 ML;SOLUCION INYECTABLE;INVIMA 2017M-0012460-R1;8/08/2011;1/01/3000;Vigente
20033290;L-HISTIDINA;0.151;g;;EMULSION INYECTABLE;INVIMA 2019M-0012868-R1;2/09/2012;;Vigente
20021507;PEROXIDO DE HIDROGENO50% P/ P;6.01;g.;100 ML.;SOLUCION TOPICA;INVIMA 2021M-0011507-R2;10/25/2010;;Vigente
19999985;AMLODIPINO BESILATO EQUIVALENTE A AMLODIPINO BASE;2.5;mg;CAPSULA;CAPSULA DURA;INVIMA 2019M-0009710-R1;6/02/2009;;Vigente
19937652;EFAVIRENZ;200;mg;C√ÅPSULA;CAPSULA DURA;INVIMA 2014M-0002945-R1;12/03/2003;;Vigente
19917258;AMOXICILINA (COMO AMOXICILINA TRIHIDRATO);875;mg;TABLETA CON PEL√çCULA;TABLETA CUBIERTA CON PELICULA;INVIMA 2017M-0000125-R2;5/02/2001;;Vigente
19941419;TERIPARATIDA (ORIGEN ADN RECOMBINANTE);250;mcg;ML;SOLUCION INYECTABLE;INVIMA 2022MBT-0003264-R2;04/13/2004;;Vigente
20039505;IODURO DE SODIOI-131;37;GBq/ml;1ML;SOLUCION ORAL;INVIMA 2019M-0013613-R1;9/04/2012;;Vigente
20142222;HIDROCLOROTIAZIDA;12.5;mg;TABLETA RECUBIERTA;TABLETA RECUBIERTA;INVIMA 2019M-0019191;8/06/2019;;Vigente
20098210;TERBINAFINA CLORHIDRATO;1;g;100 ML DE SOLUCI”N T”PICA;LOCION;INVIMA 2021M-0017137-R1;06/27/2016;;Vigente
20188181;DUTASTERIDA;0.5;mg;C√ÅPSULA DURA;CAPSULA DURA;INVIMA 2024M-0021549;7/09/2024;07/23/2029;Vigente
20093577;CARBOXIMETILCELULOSA S√ìDICA;5;mg;SOLUCION OFTALMICA;SOLUCION OFTALMICA;INVIMA 2016M-0016887;02/29/2016;;Vigente
20134577;DORZOLAMIDA CLORHIDRATO22.2 MG (EQUIVALENTE A DORZOLAMIDA BASE);20;mg;ML;SOLUCION OFTALMICA;INVIMA 2023M-0018144-R1;04/17/2018;;Vigente
5581;LISADOS BACTERIANOS LIOFILIZADOS DE HAEMOPHILUS INFLUENZAE. STREPTOCOCCUS (DIPLOCOCCUS) PNEUMONIAE. KLEBSIELLA PNEUMONIAE SSP PNEUMONIAE Y SSP OZAENAE. STAPHYLOCOCCUS AUREUS. STREPTOCOCCUS PYOGENES Y SANGUINIS (VIRIDANS). MORAXELLA (BRANHAMELLA/NEISSERIA) CATARRHALIS.;7;mg;CAPSULA;CAPSULA DURA;INVIMA 2023MB-007838-R4;1/01/1999;;Vigente
20148960;ALCOHOL POLIVINILICO;14;mg;ML DE SOLUCION OFT√ÅLMICA;SOLUCION OFTALMICA;INVIMA 2019M-0019404;11/06/2019;1/01/3000;Vigente
